"simDir","species","averageMaxBiomassTarget","spAnppMultiplier","spBiomassMultiplier","maxBiomassMultiplier","spinupMortalityFraction"
"164","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.6,0.005
"165","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.6,0.005
"166","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.6,0.005
"167","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.6,0.005
"168","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.6,0.005
"169","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.6,0.005
"170","ABIE.BAL",0.18,1,1,0.7,0.005
"171","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.7,0.005
"172","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.7,0.005
"173","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.7,0.005
"174","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.7,0.005
"175","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.7,0.005
"176","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.7,0.005
"177","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.7,0.005
"178","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.7,0.005
"179","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.7,0.005
"180","ABIE.BAL",0.18,1,1,0.8,0.005
"181","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.8,0.005
"182","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.8,0.005
"183","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.8,0.005
"184","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.8,0.005
"185","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.8,0.005
"186","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.8,0.005
"187","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.8,0.005
"188","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.8,0.005
"189","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.8,0.005
"190","ABIE.BAL",0.18,1,1,0.9,0.005
"191","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.9,0.005
"192","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.9,0.005
"193","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.9,0.005
"194","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.9,0.005
"195","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.9,0.005
"196","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.9,0.005
"197","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.9,0.005
"198","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.9,0.005
"199","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.9,0.005
"200","ABIE.BAL",0.18,1,1,1,0.005
"201","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,1,0.005
"202","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,1,0.005
"203","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,1,0.005
"204","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,1,0.005
"205","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,1,0.005
"206","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,1,0.005
"207","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,1,0.005
"208","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,1,0.005
"209","ABIE.BAL",1,5.65748543254146,5.65748543254146,1,0.005
"210","ABIE.BAL",0.18,1,1,0.4,0.01
"211","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.4,0.01
"212","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.4,0.01
"213","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.4,0.01
"214","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.4,0.01
"215","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.4,0.01
"216","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.4,0.01
"217","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.4,0.01
"218","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.4,0.01
"219","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.4,0.01
"220","ABIE.BAL",0.18,1,1,0.5,0.01
